Date,close
2023-11-07,1470.0794677734375
2023-11-08,1472.6014404296875
2023-11-09,1490.7994384765625
2023-11-10,1482.3433837890625
2023-11-13,1493.0247802734375
2023-11-15,1477.5465087890625
2023-11-16,1482.195068359375
2023-11-17,1481.9971923828125
2023-11-20,1488.2774658203125
2023-11-21,1485.5577392578125
2023-11-22,1454.2552490234375
2023-11-23,1469.78271484375
2023-11-24,1459.991455078125
2023-11-28,1461.32666015625
2023-11-29,1467.2608642578125
2023-11-30,1450.0023193359375
2023-12-01,1445.0079345703125
2023-12-04,1498.019287109375
2023-12-05,1490.0576171875
2023-12-06,1485.112548828125
2023-12-07,1488.22802734375
2023-12-08,1492.3818359375
2023-12-11,1505.1402587890625
2023-12-12,1480.5631103515625
2023-12-13,1490.3543701171875
2023-12-14,1534.6624755859375
2023-12-15,1553.5528564453125
2023-12-18,1539.261474609375
2023-12-19,1549.3494873046875
2023-12-20,1539.063720703125
2023-12-21,1552.7615966796875
2023-12-22,1545.195556640625
2023-12-26,1553.5528564453125
2023-12-27,1579.91015625
2023-12-28,1592.8663330078125
2023-12-29,1581.3936767578125
2024-01-01,1581.2947998046875
2024-01-02,1558.300048828125
2024-01-03,1583.569580078125
2024-01-04,1630.4490966796875
2024-01-05,1625.1578369140625
2024-01-08,1609.234619140625
2024-01-09,1607.256591796875
2024-01-10,1622.141357421875
2024-01-11,1639.64697265625
2024-01-12,1655.61962890625
2024-01-15,1670.306640625
2024-01-16,1648.7459716796875
2024-01-17,1625.8502197265625
2024-01-18,1595.1905517578125
2024-01-19,1543.959228515625
2024-01-23,1425.8702392578125
2024-01-24,1474.4805908203125
2024-01-25,1495.3984375
2024-01-29,1510.0360107421875
2024-01-30,1503.211669921875
2024-01-31,1517.206298828125
2024-02-01,1524.2283935546875
2024-02-02,1516.9095458984375
2024-02-05,1520.9151611328125
2024-02-06,1494.8050537109375
2024-02-07,1498.7115478515625
2024-02-08,1461.0794677734375
2024-02-09,1469.93115234375
2024-02-12,1431.260498046875
2024-02-13,1447.8265380859375
2024-02-14,1465.2332763671875
2024-02-15,1460.733154296875
2024-02-16,1477.2498779296875
2024-02-19,1467.3101806640625
2024-02-20,1487.6839599609375
2024-02-21,1500.5908203125
2024-02-22,1472.79931640625
2024-02-23,1464.0465087890625
2024-02-26,1450.39794921875
2024-02-27,1476.656494140625
2024-02-28,1433.287841796875
2024-02-29,1458.705810546875
2024-03-01,1509.8875732421875
2024-03-04,1514.486572265625
2024-03-05,1525.5140380859375
2024-03-06,1537.481201171875
2024-03-07,1546.5802001953125
2024-03-11,1524.1295166015625
2024-03-12,1516.21728515625
2024-03-13,1486.151123046875
2024-03-14,1460.535400390625
2024-03-15,1468.052001953125
2024-03-18,1464.4420166015625
2024-03-19,1418.353759765625
2024-03-20,1425.7220458984375
2024-03-21,1467.8046875
2024-03-22,1495.497314453125
2024-03-26,1502.0247802734375
2024-03-27,1516.7117919921875
2024-03-28,1535.9482421875
2024-04-01,1525.464599609375
2024-04-02,1542.2779541015625
2024-04-03,1525.7119140625
2024-04-04,1527.4920654296875
2024-04-05,1535.3548583984375
2024-04-08,1551.129638671875
2024-04-09,1537.8768310546875
2024-04-10,1535.7998046875
2024-04-12,1538.5692138671875
2024-04-15,1522.9920654296875
2024-04-16,1474.5794677734375
2024-04-18,1458.2113037109375
2024-04-19,1465.77734375
2024-04-22,1461.2772216796875
2024-04-23,1458.3101806640625
2024-04-24,1458.45849609375
2024-04-25,1479.6729736328125
2024-04-26,1430.5186767578125
2024-04-29,1470.920166015625
2024-04-30,1499.0577392578125
2024-05-02,1488.6729736328125
2024-05-03,1467.4090576171875
2024-05-06,1481.0576171875
2024-05-07,1436.6011962890625
2024-05-08,1426.6614990234375
2024-05-09,1386.0621337890625
2024-05-10,1394.666748046875
2024-05-13,1389.1282958984375
2024-05-14,1405.3975830078125
2024-05-15,1401.5404052734375
2024-05-16,1393.2821044921875
2024-05-17,1396.842529296875
2024-05-21,1391.0567626953125
2024-05-22,1389.5238037109375
2024-05-23,1425.029541015625
2024-05-24,1425.96923828125
2024-05-27,1449.0133056640625
2024-05-28,1443.326416015625
2024-05-29,1444.2166748046875
2024-05-30,1430.914306640625
2024-05-31,1445.799072265625
2024-06-03,1512.904052734375
2024-06-04,1376.221435546875
2024-06-05,1484.4697265625
2024-06-06,1464.837646484375
2024-06-07,1475.7169189453125
2024-06-10,1469.5355224609375
2024-06-11,1464.788330078125
2024-06-12,1467.953125
2024-06-13,1490.7005615234375
2024-06-14,1485.8543701171875
2024-06-18,1491.343505859375
2024-06-19,1511.4205322265625
2024-06-20,1511.0743408203125
2024-06-21,1510.382080078125
2024-06-24,1474.03564453125
2024-06-25,1479.1290283203125
2024-06-26,1481.4532470703125
2024-06-27,1486.25
2024-06-28,1464.5
2024-07-01,1456.9000244140625
2024-07-02,1429.449951171875
2024-07-03,1455.5
2024-07-04,1442.8499755859375
2024-07-05,1434.25
2024-07-08,1438.050048828125
2024-07-09,1434.25
2024-07-10,1425.949951171875
2024-07-11,1429.75
2024-07-12,1434.550048828125
2024-07-15,1444.050048828125
2024-07-16,1445.9000244140625
2024-07-18,1456.9000244140625
2024-07-19,1432.449951171875
2024-07-22,1423.4000244140625
2024-07-23,1413.199951171875
2024-07-24,1396.6500244140625
2024-07-25,1379.0999755859375
2024-07-26,1403.9000244140625
2024-07-29,1411.5
2024-07-30,1429.699951171875
2024-07-31,1427.800048828125
2024-08-01,1419.8499755859375
2024-08-02,1404.300048828125
2024-08-05,1389.449951171875
2024-08-06,1381.0
2024-08-07,1345.1500244140625
2024-08-08,1347.300048828125
2024-08-09,1349.800048828125
2024-08-12,1350.8499755859375
2024-08-13,1350.5999755859375
2024-08-14,1338.0999755859375
2024-08-16,1364.1500244140625
2024-08-19,1347.5999755859375
2024-08-20,1381.300048828125
2024-08-21,1384.0
2024-08-22,1381.9000244140625
2024-08-23,1388.550048828125
2024-08-26,1384.5
2024-08-27,1383.199951171875
2024-08-28,1415.75
2024-08-29,1417.449951171875
2024-08-30,1425.25
2024-09-02,1449.050048828125
2024-09-03,1436.699951171875
2024-09-04,1434.4000244140625
2024-09-05,1422.9000244140625
2024-09-06,1409.3499755859375
2024-09-09,1428.0999755859375
2024-09-10,1435.550048828125
2024-09-11,1421.199951171875
2024-09-12,1443.3499755859375
2024-09-13,1464.050048828125
2024-09-16,1470.199951171875
2024-09-17,1466.3499755859375
2024-09-18,1480.25
2024-09-19,1484.75
2024-09-20,1480.199951171875
2024-09-23,1465.0999755859375
2024-09-24,1448.300048828125
2024-09-25,1439.5
2024-09-26,1452.699951171875
2024-09-27,1462.699951171875
2024-09-30,1447.5999755859375
2024-10-01,1409.699951171875
2024-10-03,1387.75
2024-10-04,1382.8499755859375
2024-10-07,1350.8499755859375
2024-10-08,1359.550048828125
2024-10-09,1341.550048828125
2024-10-10,1356.4000244140625
2024-10-11,1347.5999755859375
2024-10-14,1370.449951171875
2024-10-15,1360.9000244140625
2024-10-16,1346.300048828125
2024-10-17,1347.3499755859375
2024-10-18,1347.25
2024-10-21,1308.25
2024-10-22,1274.3499755859375
2024-10-23,1274.300048828125
2024-10-24,1280.050048828125
2024-10-25,1041.5999755859375
2024-10-28,1054.800048828125
2024-10-29,1038.1500244140625
2024-10-30,1056.4000244140625
2024-10-31,1055.5999755859375
2024-11-01,1062.5
2024-11-04,1063.800048828125
2024-11-05,1090.0999755859375
2024-11-06,1077.6500244140625
2024-11-07,1056.800048828125
2024-11-08,1053.800048828125
2024-11-11,1060.800048828125
2024-11-12,1059.550048828125
2024-11-13,1036.699951171875
2024-11-14,1017.1500244140624
2024-11-18,1004.5999755859376
2024-11-19,1000.2000122070312
2024-11-21,981.4500122070312
2024-11-22,998.2000122070312
2024-11-25,1003.5
2024-11-26,1009.5999755859376
2024-11-27,1001.9500122070312
2024-11-28,993.5999755859376
2024-11-29,995.8499755859376
2024-12-02,990.9500122070312
2024-12-03,998.3499755859376
2024-12-04,998.8499755859376
2024-12-05,998.2000122070312
2024-12-06,990.3499755859376
2024-12-09,982.5999755859376
2024-12-10,984.2999877929688
2024-12-11,984.8499755859376
2024-12-12,997.9500122070312
2024-12-13,986.6500244140624
2024-12-16,999.3499755859376
2024-12-17,975.6500244140624
2024-12-18,965.2000122070312
2024-12-19,964.4000244140624
2024-12-20,929.4500122070312
2024-12-23,945.7000122070312
2024-12-24,935.2999877929688
2024-12-26,931.9500122070312
2024-12-27,953.4000244140624
2024-12-30,963.5
2024-12-31,960.1500244140624
2025-01-01,969.4000244140624
2025-01-02,991.3499755859376
2025-01-03,997.9000244140624
2025-01-06,970.0499877929688
2025-01-07,983.5999755859376
2025-01-08,981.0499877929688
2025-01-09,980.9000244140624
2025-01-10,937.5999755859376
2025-01-13,941.7000122070312
2025-01-14,962.0999755859376
2025-01-15,962.4500122070312
2025-01-16,975.3499755859376
2025-01-17,970.9500122070312
2025-01-20,970.7000122070312
2025-01-21,960.4500122070312
2025-01-22,970.9500122070312
2025-01-23,970.9500122070312
2025-01-24,950.7999877929688
2025-01-27,926.4500122070312
2025-01-28,934.1500244140624
2025-01-29,948.2999877929688
2025-01-30,957.0499877929688
2025-01-31,991.2000122070312
2025-02-01,1009.4000244140624
2025-02-03,1012.7000122070312
2025-02-04,1047.1500244140625
2025-02-05,1061.199951171875
2025-02-06,1065.550048828125
2025-02-07,1079.0999755859375
2025-02-10,1068.0
2025-02-11,1054.1500244140625
2025-02-12,1039.6500244140625
2025-02-13,1047.25
2025-02-14,1024.4000244140625
2025-02-17,1048.25
2025-02-18,1024.0999755859375
2025-02-19,1035.800048828125
2025-02-20,1047.6500244140625
2025-02-21,1043.75
2025-02-24,1029.1500244140625
2025-02-25,1034.25
2025-02-27,1046.699951171875
2025-02-28,990.0999755859376
2025-03-03,984.0
2025-03-04,987.5999755859376
2025-03-05,971.8499755859376
2025-03-06,971.7000122070312
2025-03-07,936.75
2025-03-10,900.5
2025-03-11,655.9500122070312
2025-03-12,684.7000122070312
2025-03-13,672.3499755859375
2025-03-17,677.4000244140625
2025-03-18,677.4000244140625
2025-03-19,692.7000122070312
2025-03-20,684.0999755859375
2025-03-21,686.9000244140625
2025-03-24,669.4500122070312
2025-03-25,637.0499877929688
2025-03-26,655.2999877929688
2025-03-27,673.5499877929688
2025-03-28,649.8499755859375
2025-04-01,682.7000122070312
2025-04-02,702.4500122070312
2025-04-03,709.4000244140625
2025-04-04,682.0
2025-04-07,675.9000244140625
2025-04-08,679.6500244140625
2025-04-09,678.5499877929688
2025-04-11,689.5
2025-04-15,735.9000244140625
2025-04-16,788.25
2025-04-17,794.7000122070312
2025-04-21,828.2000122070312
2025-04-22,787.5
2025-04-23,794.2000122070312
2025-04-24,819.75
2025-04-25,822.3499755859375
2025-04-28,830.5499877929688
2025-04-29,836.9500122070312
2025-04-30,838.4000244140625
2025-05-02,856.4500122070312
2025-05-05,846.75
2025-05-06,831.7999877929688
2025-05-07,833.7999877929688
2025-05-08,826.7999877929688
2025-05-09,818.2000122070312
2025-05-12,788.5
2025-05-13,770.0999755859375
2025-05-14,781.3499755859375
2025-05-15,780.5
2025-05-16,780.2000122070312
2025-05-19,784.0499877929688
2025-05-20,782.25
2025-05-21,769.9500122070312
2025-05-22,785.0
2025-05-23,793.4000244140625
2025-05-26,800.0999755859375
2025-05-27,820.7000122070312
2025-05-28,805.1500244140625
2025-05-29,824.1500244140625
2025-05-30,816.9500122070312
2025-06-02,812.7000122070312
2025-06-03,800.8499755859375
2025-06-04,814.3499755859375
2025-06-05,803.2000122070312
2025-06-06,822.8499755859375
2025-06-09,836.6500244140625
2025-06-10,845.0499877929688
2025-06-11,836.2999877929688
2025-06-12,829.9000244140625
2025-06-13,816.8499755859375
2025-06-16,821.25
2025-06-17,809.1500244140625
2025-06-18,850.5
2025-06-19,837.5
2025-06-20,840.25
2025-06-23,839.9000244140625
2025-06-24,831.9500122070312
2025-06-25,829.7999877929688
2025-06-26,836.0999755859375
2025-06-27,857.7000122070312
2025-06-30,872.0999755859375
2025-07-01,879.0999755859375
2025-07-02,857.6500244140625
2025-07-03,862.4000244140625
2025-07-04,856.25
2025-07-07,854.4500122070312
2025-07-08,850.2999877929688
2025-07-09,840.75
2025-07-10,852.8499755859375
2025-07-11,858.8499755859375
2025-07-14,867.5999755859375
2025-07-15,881.0
2025-07-16,879.75
2025-07-17,865.0999755859375
2025-07-18,870.0499877929688
2025-07-21,858.7999877929688
2025-07-22,843.2000122070312
2025-07-23,851.1500244140625
2025-07-24,847.9000244140625
2025-07-25,823.7000122070312
2025-07-28,802.0499877929688
2025-07-29,808.2000122070312
2025-07-30,801.9000244140625
2025-07-31,798.9000244140625
2025-08-01,783.7000122070312
2025-08-04,804.0499877929688
2025-08-05,819.1500244140625
2025-08-06,803.3499755859375
2025-08-07,807.3499755859375
2025-08-08,782.4500122070312
2025-08-11,783.25
2025-08-12,783.0499877929688
2025-08-13,773.4500122070312
2025-08-14,769.75
2025-08-18,788.6500244140625
2025-08-19,785.5
2025-08-20,778.2000122070312
2025-08-21,767.4500122070312
2025-08-22,760.0999755859375
2025-08-25,770.8499755859375
2025-08-26,756.4000244140625
2025-08-28,746.5999755859375
2025-08-29,739.5
2025-09-01,752.8499755859375
2025-09-02,751.2000122070312
2025-09-03,768.0999755859375
2025-09-04,754.8499755859375
2025-09-05,757.0499877929688
2025-09-08,750.75
2025-09-09,746.1500244140625
2025-09-10,751.25
2025-09-11,748.5999755859375
2025-09-12,740.5
2025-09-15,739.9000244140625
2025-09-16,742.25
2025-09-17,739.0499877929688
2025-09-18,735.4500122070312
2025-09-19,744.4000244140625
2025-09-22,734.2999877929688
2025-09-23,755.25
2025-09-24,740.75
2025-09-25,740.75
2025-09-26,712.75
2025-09-29,723.4000244140625
2025-09-30,735.5499877929688
2025-10-01,743.1500244140625
2025-10-03,747.4000244140625
2025-10-06,739.2999877929688
2025-10-07,749.0
2025-10-08,740.9500122070312
2025-10-09,749.1500244140625
2025-10-10,763.3499755859375
2025-10-13,759.9000244140625
2025-10-14,750.4000244140625
2025-10-15,740.0999755859375
2025-10-16,739.5
2025-10-17,751.0
2025-10-20,759.75
2025-10-21,758.4500122070312
2025-10-23,759.5999755859375
2025-10-24,755.0499877929688
2025-10-27,770.0499877929688
2025-10-28,799.75
2025-10-29,807.4500122070312
2025-10-30,800.9500122070312
2025-10-31,794.7999877929688
2025-11-03,796.9000244140625
2025-11-04,790.2000122070312
2025-11-06,786.2000122070312
2025-11-07,797.25
2025-11-10,799.3499755859375
2025-11-11,826.0999755859375
2025-11-12,864.4000244140625
2025-11-13,863.4500122070312
2025-11-14,848.25
2025-11-17,854.0499877929688
2025-11-18,847.9500122070312
2025-11-19,839.5999755859375
2025-11-20,829.4000244140625
2025-11-21,846.5499877929688
2025-11-24,836.0499877929688
2025-11-25,839.9000244140625
2025-11-26,850.7000122070312
2025-11-27,857.4500122070312
2025-11-28,858.5499877929688
2025-12-01,847.1500244140625
2025-12-02,850.2999877929688
2025-12-03,846.9000244140625
2025-12-04,863.0
2025-12-05,870.0999755859375
2025-12-08,841.4000244140625
2025-12-09,844.3499755859375
2025-12-10,833.8499755859375
2025-12-11,835.5499877929688
2025-12-12,846.1500244140625
2025-12-15,851.25
2025-12-16,845.0499877929688
2025-12-17,833.8499755859375
2025-12-18,834.9000244140625
2025-12-19,844.7000122070312
2025-12-22,856.4000244140625
2025-12-23,849.9000244140625
2025-12-24,848.0499877929688
2025-12-26,849.8499755859375
2025-12-29,839.5999755859375
2025-12-30,841.5
2025-12-31,864.2000122070312
2026-01-01,890.2000122070312
2026-01-02,902.4500122070312
2026-01-05,899.9500122070312
2026-01-06,914.25
2026-01-07,897.8499755859375
2026-01-08,883.4500122070312
2026-01-09,882.25
2026-01-12,905.4500122070312
2026-01-13,910.5499877929688
2026-01-14,944.5
2026-01-15,944.5
2026-01-16,953.8499755859376
2026-01-19,949.7999877929688
2026-01-20,905.1500244140624
2026-01-21,907.1500244140624
2026-01-22,902.4500122070312
2026-01-23,892.4500122070312
2026-01-27,894.75
2026-01-28,901.7000122070312
2026-01-29,898.4000244140625
2026-01-30,896.0999755859375
2026-02-02,910.25
2026-02-03,922.4000244140624
2026-02-04,921.2999877929688
2026-02-05,914.4000244140624
2026-02-06,903.5999755859376
2026-02-09,927.9000244140624
2026-02-10,927.5999755859376
2026-02-11,925.0
2026-02-12,922.7000122070312
2026-02-13,926.0499877929688
2026-02-16,931.9000244140624
2026-02-17,943.7999877929688
2026-02-18,944.6500244140624
2026-02-19,927.3499755859376
2026-02-20,926.0499877929688
2026-02-23,919.75
2026-02-24,931.4000244140624
2026-02-25,937.3499755859376
2026-02-26,964.5999755859376
2026-02-27,956.75
2026-03-02,942.5
2026-03-04,927.5499877929688
2026-03-05,937.2000122070312
2026-03-06,917.8499755859376
2026-03-09,881.2000122070312
2026-03-10,898.7000122070312
2026-03-11,877.1500244140625
2026-03-12,831.3499755859375
2026-03-13,814.4000244140625
2026-03-16,825.0499877929688
2026-03-17,820.8499755859375
2026-03-18,842.1500244140625
2026-03-19,816.2999877929688
2026-03-20,818.5999755859375
2026-03-23,778.3499755859375
2026-03-24,797.25
2026-03-25,818.4000244140625
2026-03-27,792.5499877929688
2026-03-30,752.4500122070312
2026-04-01,785.6500244140625
2026-04-02,778.7000122070312
2026-04-06,786.2000122070312
2026-04-07,784.7999877929688
2026-04-08,835.9500122070312
2026-04-09,814.5499877929688
2026-04-10,830.9000244140625
2026-04-13,818.9000244140625
2026-04-15,840.0999755859375
2026-04-16,847.9000244140625
2026-04-17,853.9000244140625
2026-04-20,853.4500122070312
2026-04-21,856.4000244140625
